Constituency Number,Constituency Name,Serial Number,Candidate Name,Party,EVM Votes,Postal Votes,Total Votes,Vote Percentage
138,BIBHUTIPUR,10,PRAHLAD,Independent,901,0,901,0.46
138,BIBHUTIPUR,11,RAM LAL TANTI,Independent,2313,0,2313,1.18
138,BIBHUTIPUR,12,RUPANJALI KUMARI,Independent,14411,45,14456,7.36
138,BIBHUTIPUR,13,SHASHI BHUSHAN DAS,Independent,1862,4,1866,0.95
138,BIBHUTIPUR,14,SUSHANT KUMAR,Independent,1781,1,1782,0.91
138,BIBHUTIPUR,15,NOTA,None of the Above,4805,2,4807,2.45
139,ROSERA,1,AMIT KUMAR BAITHA,Bahujan Samaj Party,2743,5,2748,1.23
139,ROSERA,2,BIRENDRA KUMAR,Bharatiya Janata Party,122523,250,122773,55.02
139,ROSERA,3,BRAJ KISHORE RAVI,Indian National Congress,71938,302,72240,32.37
139,ROSERA,4,DEVENDRA KUMAR PASWAN,Bhartiya Mahasangh Party,3573,1,3574,1.6
139,ROSERA,5,ROHIT KUMAR,Jan Suraaj Party,14857,56,14913,6.68
139,ROSERA,6,RAJESH KUMAR PASWAN,Independent,3883,2,3885,1.74
139,ROSERA,7,NOTA,None of the Above,3014,2,3016,1.35
140,HASANPUR,1,BIBHA DEVI,Bahujan Samaj Party,1716,7,1723,0.84
140,HASANPUR,2,MANMOHAN KUMAR,Aam Aadmi Party,2127,0,2127,1.04
140,HASANPUR,3,MALA PUSHPAM,Rashtriya Janata Dal,82839,208,83047,40.57
140,HASANPUR,4,RAJ KUMAR RAY,Janata Dal (United),90810,151,90961,44.43
140,HASANPUR,5,ASHWINI KUMAR,The Plurals Party,1281,1,1282,0.63
140,HASANPUR,6,INDU DEVI,Jan Suraaj Party,9527,26,9553,4.67
140,HASANPUR,7,IMTIYAZ ALAM RAMZAN ALI SHAIKH,Socialist Party (India),1220,3,1223,0.6
140,HASANPUR,8,CHANDRA MOHAN KUMAR,Jagrook Janta Party,1467,0,1467,0.72
140,HASANPUR,9,MANOJ MUKHIYA,Independent,4671,2,4673,2.28
140,HASANPUR,10,FULO SAHNI,Independent,3294,0,3294,1.61
140,HASANPUR,11,SWETANK ANAND,Independent,1349,0,1349,0.66
140,HASANPUR,12,NOTA,None of the Above,4012,1,4013,1.96
141,CHERIA - BARIARPUR,1,ABHISHEK ANAND,Janata Dal (United),74898,183,75081,39.24
141,CHERIA - BARIARPUR,2,SUSHIL KUMAR,Rashtriya Janata Dal,70682,280,70962,37.09
141,CHERIA - BARIARPUR,3,MRITUNJAY KUMAR,Jan Suraaj Party,24474,121,24595,12.86
141,CHERIA - BARIARPUR,4,RAKESH KUMAR,Rashtriya Jan Vikas Party,1426,1,1427,0.75
141,CHERIA - BARIARPUR,5,RAJ KUMAR,Bhagidari Party(P),1402,2,1404,0.73
141,CHERIA - BARIARPUR,6,RAM ASHIS SHARMA,Jagrook Janta Party,1189,1,1190,0.62
141,CHERIA - BARIARPUR,7,RAM SAKHA MAHTO,Independent,7480,57,7537,3.94
141,CHERIA - BARIARPUR,8,RAM SWARTH PRASAD,Independent,1484,2,1486,0.78
141,CHERIA - BARIARPUR,9,VIJAY TANTI,Independent,2483,0,2483,1.3
141,CHERIA - BARIARPUR,10,NOTA,None of the Above,5148,3,5151,2.69
142,BACHHWARA,1,AVINASH KUMAR,Aam Aadmi Party,1607,2,1609,0.72
142,BACHHWARA,2,SHIV PRAKASH GARIB DAS,Indian National Congress,84071,431,84502,37.92
142,BACHHWARA,3,SURENDRA MEHTA,Bharatiya Janata Party,100049,294,100343,45.03
142,BACHHWARA,4,ABDESH KUMAR RAI,Communist Party of India,21471,117,21588,9.69
142,BACHHWARA,5,RAMOD KUMAR,Jan Suraaj Party,7606,48,7654,3.43
142,BACHHWARA,6,RAJA RAM SINGH,Independent,1163,0,1163,0.52
142,BACHHWARA,7,BIPEEN KUMAR,Independent,2382,1,2383,1.07
142,BACHHWARA,8,SHATRUDHAN KUMAR,Independent,1712,0,1712,0.77
142,BACHHWARA,9,NOTA,None of the Above,1888,5,1893,0.85
143,TEGHRA,1,MOHAMMAD SAKIL,Bahujan Samaj Party,1667,8,1675,0.79
143,TEGHRA,2,RAJNISH KUMAR,Bharatiya Janata Party,112423,347,112770,53.04
143,TEGHRA,3,AVADHESH KUMAR,Janta Kranti Party (Rashtravadi),1284,4,1288,0.61
143,TEGHRA,4,AVINASH BHARTI,Samata Party,587,11,598,0.28
143,TEGHRA,5,CHANDRA PRAKASH SINGH,Janshakti Janta Dal,1051,8,1059,0.5
143,TEGHRA,6,RAM NANDAN SINGH,Jan Suraaj Party,8363,79,8442,3.97
143,TEGHRA,7,RAM RATAN SINGH,Communist Party of India,77095,311,77406,36.4
143,TEGHRA,8,KEDARNATH BHASKAR,Independent,1273,2,1275,0.6
143,TEGHRA,9,BASANT KUMAR,Independent,582,4,586,0.28
143,TEGHRA,10,MRINAL VARUN,Independent,519,2,521,0.25
143,TEGHRA,11,RAM KUMAR,Independent,854,1,855,0.4
143,TEGHRA,12,RAM PUKAR THAKUR,Independent,964,0,964,0.45
143,TEGHRA,13,SUDHA BHARTI,Independent,3162,7,3169,1.49
143,TEGHRA,14,NOTA,None of the Above,2011,10,2021,0.95
144,MATIHANI,1,NARENDRA KUMAR SINGH ALIAS BOGO SINGH,Rashtriya Janata Dal,117164,625,117789,47.66
144,MATIHANI,2,RAJ KUMAR SINGH,Janata Dal (United),112047,452,112499,45.52
144,MATIHANI,3,ARUN KUMAR,Jan Suraaj Party,6692,82,6774,2.74
144,MATIHANI,4,DEVANAND RAUT,Samata Party,1341,4,1345,0.54
144,MATIHANI,5,RAKESH KUMAR,Independent,1432,0,1432,0.58
144,MATIHANI,6,VIKASH KUMAR,Independent,2975,1,2976,1.2
144,MATIHANI,7,NOTA,None of the Above,4328,9,4337,1.75
145,SAHEBPUR KAMAL,1,ANANT KUMAR PODDAR,Bahujan Samaj Party,929,13,942,0.5
145,SAHEBPUR KAMAL,2,SANJAY YADAV,Rashtriya Lok Janshakti Party,989,10,999,0.53
145,SAHEBPUR KAMAL,3,SATTANAND SAMBUDDHA ALIAS LALAN JEE,Rashtriya Janata Dal,76463,335,76798,40.49
145,SAHEBPUR KAMAL,4,SURENDRA KUMAR ALIAS SURENDRA VIVEK,Lok Janshakti Party (Ram Vilas),60844,233,61077,32.2
145,SAHEBPUR KAMAL,5,MD. ABDULLAH,Jan Suraaj Party,3360,36,3396,1.79
145,SAHEBPUR KAMAL,6,MD MERAJ,Samata Party,490,0,490,0.26
145,SAHEBPUR KAMAL,7,SURENDRA KUMAR,Parivartan Party of India,674,3,677,0.36
145,SAHEBPUR KAMAL,8,MD. AFTAB ALAM,Independent,392,2,394,0.21
145,SAHEBPUR KAMAL,9,PRIYANKA KUMARI,Independent,727,3,730,0.38
145,SAHEBPUR KAMAL,10,VIVEKANAND PRASAD,Independent,473,3,476,0.25
145,SAHEBPUR KAMAL,11,VISHWAJEET KUMAR ALIAS VIKAS,Independent,1283,2,1285,0.68
145,SAHEBPUR KAMAL,12,SHASHIKANT KUMAR SHASHI ALIAS AMAR KUMAR SINGH,Independent,34661,120,34781,18.34
145,SAHEBPUR KAMAL,13,MD. SHAHZADUZZAMA ALIAS SAIFY,Independent,4904,1,4905,2.59
145,SAHEBPUR KAMAL,14,SENTU KUMAR,Independent,981,2,983,0.52
145,SAHEBPUR KAMAL,15,NOTA,None of the Above,1745,6,1751,0.92
146,BEGUSARAI,1,AMITA BHUSHAN,Indian National Congress,88345,529,88874,38.9
146,BEGUSARAI,2,KUNDAN KUMAR,Bharatiya Janata Party,119135,371,119506,52.31
146,BEGUSARAI,3,MIRA SINGH,Aam Aadmi Party,1113,2,1115,0.49
146,BEGUSARAI,4,MOHAMMAD ABDUL HAQUE,Bahujan Samaj Party,369,3,372,0.16
146,BEGUSARAI,5,GAUTAM KUMAR,Socialist Unity Centre Of India (COMMUNIST),215,1,216,0.09
146,BEGUSARAI,6,RAMKRISHNA MAHTO,Janshakti Janta Dal,519,0,519,0.23
146,BEGUSARAI,7,SURENDRA KUMAR SAHANI,Jan Suraaj Party,7711,62,7773,3.4
146,BEGUSARAI,8,SUSHIL KUMAR,Samata Party,722,5,727,0.32
146,BEGUSARAI,9,ARUN KUMAR,Independent,375,0,375,0.16
146,BEGUSARAI,10,MD GAFFAR KHAN,Independent,519,0,519,0.23
146,BEGUSARAI,11,PINKI SINHA,Independent,425,0,425,0.19
146,BEGUSARAI,12,MANOJ KUMAR,Independent,537,0,537,0.24
146,BEGUSARAI,13,VIJAY KUMAR,Independent,1014,3,1017,0.45
146,BEGUSARAI,14,MD SADDAM HUSAIN,Independent,2909,3,2912,1.27
146,BEGUSARAI,15,NOTA,None of the Above,3544,16,3560,1.56
147,BAKHRI,1,NIRA DEVI,Rashtriya Lok Janshakti Party,2445,5,2450,1.19
147,BAKHRI,2,SANJAY KUMAR,Lok Janshakti Party (Ram Vilas),98368,143,98511,47.67
147,BAKHRI,3,RAJESH KUMAR,Rashtriya Suraksha Party,2056,4,2060,1.0
147,BAKHRI,4,VIKASH KUMAR,Nationalist Congress Party,609,0,609,0.29
147,BAKHRI,5,SANJAY KUMAR,Jan Suraaj Party,11471,58,11529,5.58
147,BAKHRI,6,SURYAKANT PASWAN,Communist Party of India,80837,356,81193,39.29
147,BAKHRI,7,KIRAN KUMARI,Independent,1419,4,1423,0.69
147,BAKHRI,8,GAUTAM SADA,Independent,2216,5,2221,1.07
147,BAKHRI,9,SANJIV KUMAR PASWAN,Independent,2967,1,2968,1.44
147,BAKHRI,10,NOTA,None of the Above,3668,5,3673,1.78
148,ALAULI,1,DASHRATH RAM,Bahujan Samaj Party,3066,7,3073,1.71
148,ALAULI,2,YASH RAJ,Rashtriya Lok Janshakti Party,14186,75,14261,7.95
148,ALAULI,3,RAM CHANDRA SADA,Janata Dal (United),92886,322,93208,51.94
148,ALAULI,4,RAMBRIKSH SADA,Rashtriya Janata Dal,57328,148,57476,32.03
148,ALAULI,5,ABHISHANK KUMAR,Jan Suraaj Party,7459,17,7476,4.17
148,ALAULI,6,NOTA,None of the Above,3951,2,3953,2.2
149,KHAGARIA,1,CHANDAN KUMAR ALIAS DR. CHANDAN YADAV,Indian National Congress,70171,402,70573,38.51
149,KHAGARIA,2,BABLU KUMAR,Janata Dal (United),93657,331,93988,51.29
149,KHAGARIA,3,JAYANTI PATEL,Jan Suraaj Party,4185,47,4232,2.31
149,KHAGARIA,4,NAVIN KUMAR,Jagrook Janta Party,399,2,401,0.22
149,KHAGARIA,5,VINAY KUMAR VERMA,Bhartiya Lok Chetna Party,454,5,459,0.25
149,KHAGARIA,6,AMITABH KUMAR,Independent,337,0,337,0.18
149,KHAGARIA,7,TINKU KUMAR LAHERI,Independent,517,1,518,0.28
149,KHAGARIA,8,MADHU KUMAR BHARTI,Independent,1009,6,1015,0.55
149,KHAGARIA,9,MANISH KUMAR SINGH,Independent,5398,109,5507,3.01
149,KHAGARIA,10,LALAN KUMAR,Independent,2545,0,2545,1.39
149,KHAGARIA,11,NOTA,None of the Above,3656,6,3662,2.0
150,BELDAUR,1,PANNA LAL SINGH PATEL,Janata Dal (United),105955,307,106262,48.87
150,BELDAUR,2,MITHILESH KUMAR NISHAD,Indian National Congress,70794,293,71087,32.7
150,BELDAUR,3,RAHUL KUMAR BASU,Aam Aadmi Party,2391,1,2392,1.1
150,BELDAUR,4,VIDYA NAND YADAV,Bahujan Samaj Party,1029,3,1032,0.47
150,BELDAUR,5,SUNITA SHARMA,Rashtriya Lok Janshakti Party,4960,18,4978,2.29
150,BELDAUR,6,AJAY KUMAR,Rashtriya Jansambhavna Party,851,2,853,0.39
150,BELDAUR,7,ATAL BIHARI,GaribJanta Party Loktantrik,615,2,617,0.28
150,BELDAUR,8,AVDESH KUMAR PANDIT,Bhagidari Party(P),1197,4,1201,0.55
150,BELDAUR,9,GAJENDRA KUMAR SINGH,Jan Suraaj Party,5200,35,5235,2.41
150,BELDAUR,10,JAMIL AHMAD,All India Forward Bloc,636,0,636,0.29
150,BELDAUR,11,TANISHA BHARTI,Indian Inclusive Party,9168,20,9188,4.23
150,BELDAUR,12,RANDHIR KESARI,Independent,1184,1,1185,0.55
150,BELDAUR,13,DR. RAVI KUMAR,Independent,1902,5,1907,0.88
150,BELDAUR,14,SHIV NARAYAN SINGH,Independent,2863,0,2863,1.32
150,BELDAUR,15,NOTA,None of the Above,7976,4,7980,3.67
151,PARBATTA,1,BABULAL SHORYA,Lok Janshakti Party (Ram Vilas),118259,418,118677,55.18
151,PARBATTA,2,ROBIN SMITH,Bahujan Samaj Party,1759,18,1777,0.83
151,PARBATTA,3,DOCTOR SANJEEV KUMAR,Rashtriya Janata Dal,84253,385,84638,39.36
151,PARBATTA,4,NARESH PRASAD SINGH,Rashtriya Jansambhavna Party,2221,3,2224,1.03
151,PARBATTA,5,VINAY KUMAR VARUN,Jan Suraaj Party,3149,47,3196,1.49
151,PARBATTA,6,NOTA,None of the Above,4541,2,4543,2.11
152,BIHPUR,1,KUMAR SHAILENDRA,Bharatiya Janata Party,91239,219,91458,52.39
152,BIHPUR,2,KRISHNA KUMAR MANDAL,Bahujan Samaj Party,1231,5,1236,0.71
152,BIHPUR,3,ARPANA KUMARI,Vikassheel Insaan Party,61326,107,61433,35.19
152,BIHPUR,4,PAWAN CHOUDHARY,Jan Suraaj Party,8789,32,8821,5.05
152,BIHPUR,5,SANJEEV KUMAR,Gantantrik Samaj Party,622,2,624,0.36
152,BIHPUR,6,AJAY KUMAR RAVIDAS,Independent,1031,1,1032,0.59
152,BIHPUR,7,ABNISH KUMAR,Independent,2035,8,2043,1.17
152,BIHPUR,8,KISHOR KUMAR,Independent,1239,0,1239,0.71
152,BIHPUR,9,MAMTA KUMARI,Independent,2519,11,2530,1.45
152,BIHPUR,10,RUPAM DEVI,Independent,868,2,870,0.5
152,BIHPUR,11,NOTA,None of the Above,3265,4,3269,1.87
153,GOPALPUR,1,SHAILESH KUMAR ALIAS BULO MANDAL,Janata Dal (United),108453,177,108630,56.75
153,GOPALPUR,2,SUMAN KUMAR,Bahujan Samaj Party,1167,4,1171,0.61
153,GOPALPUR,3,PREM SAGAR ALIAS DABLU YADAV,Vikassheel Insaan Party,50399,96,50495,26.38
153,GOPALPUR,4,BHARAT BHUSHAN GANPATI,Lok Shakti Party (Loktantrik),1527,2,1529,0.8
153,GOPALPUR,5,MANKESHWAR SINGH ALIAS MANTU SINGH,Jan Suraaj Party,4657,44,4701,2.46
153,GOPALPUR,6,NARENDRA KUMAR NIRAJ,Independent,12657,29,12686,6.63
153,GOPALPUR,7,PIYUSH JHA,Independent,593,1,594,0.31
153,GOPALPUR,8,RAJIV KUMAR SINGH,Independent,691,0,691,0.36
153,GOPALPUR,9,SANJIV KUMAR YADAV ALIAS MOTI YADAV,Independent,4467,5,4472,2.34
153,GOPALPUR,10,SONI BHARTI,Independent,1647,4,1651,0.86
153,GOPALPUR,11,NOTA,None of the Above,4777,5,4782,2.5
154,PIRPAINTI,1,PRITAM KUMAR,Aam Aadmi Party,2191,8,2199,0.89
154,PIRPAINTI,2,MURARI PASAVAN,Bharatiya Janata Party,140370,238,140608,56.81
154,PIRPAINTI,3,RAM VILASH PASAVAN,Rashtriya Janata Dal,87291,210,87501,35.36
154,PIRPAINTI,4,SUNIL KUMAR CHOUDHARY,Bahujan Samaj Party,1576,10,1586,0.64
154,PIRPAINTI,5,GHANSHYAM DAS,Jan Suraaj Party,5601,43,5644,2.28
154,PIRPAINTI,6,NAND KISHOR RAJAK,Suheldev Bharatiya Samaj Party,488,2,490,0.2
154,PIRPAINTI,7,RAJESH PASWAN,Bhartiya Lok Chetna Party,533,1,534,0.22
154,PIRPAINTI,8,SAHDEV KUMAR,Peoples Party of India (Democratic),1354,1,1355,0.55
154,PIRPAINTI,9,ASHOK KUMAR PASWAN,Independent,2303,0,2303,0.93
154,PIRPAINTI,10,RAHUL KUMAR PASWAN,Independent,2533,0,2533,1.02
154,PIRPAINTI,11,NOTA,None of the Above,2731,5,2736,1.11
155,KAHALGAON,1,PRAVIN SINGH,Indian National Congress,10043,40,10083,4.0
155,KAHALGAON,2,BHAVESH KUMAR,Bahujan Samaj Party,1451,2,1453,0.58
155,KAHALGAON,3,RAJNISH BHARTI,Rashtriya Janata Dal,80561,94,80655,32.01
155,KAHALGAON,4,SHUBHANAND MUKESH,Janata Dal (United),130589,178,130767,51.9
155,KAHALGAON,5,NIRMAL KUMAR,Akhand Bhartiya Yuva Party,1345,0,1345,0.53
155,KAHALGAON,6,MANJAR ALAM,Jan Suraaj Party,3330,18,3348,1.33
155,KAHALGAON,7,ANUJ KUMAR MANDAL,Independent,930,1,931,0.37
155,KAHALGAON,8,OM PRAKASH MANDAL,Independent,760,2,762,0.3
155,KAHALGAON,9,PAWAN KUMAR YADAV,Independent,10230,14,10244,4.07
155,KAHALGAON,10,MAHENDRA TANTI,Independent,1081,0,1081,0.43
155,KAHALGAON,11,RAMCHANDRA MANDAL,Independent,3385,0,3385,1.34
155,KAHALGAON,12,RUPAM DEVI,Independent,3039,1,3040,1.21
155,KAHALGAON,13,SANJU KUMARI,Independent,1639,1,1640,0.65
155,KAHALGAON,14,NOTA,None of the Above,3246,3,3249,1.29
156,BHAGALPUR,1,AJEET SHARMA,Indian National Congress,87058,238,87296,44.28
156,BHAGALPUR,2,REKHA DAS,Bahujan Samaj Party,688,6,694,0.35
156,BHAGALPUR,3,ROHIT PANDEY,Bharatiya Janata Party,100519,251,100770,51.11
156,BHAGALPUR,4,ABHAY KANT JHA,Jan Suraaj Party,3203,48,3251,1.65
156,BHAGALPUR,5,S J VEDANT,Bhartiya Party (Loktantrik),299,0,299,0.15
156,BHAGALPUR,6,YOGENDRA PRASAD YADAV,Peoples Party of India (Democratic),152,0,152,0.08
156,BHAGALPUR,7,RAVI KUMAR SINGH,Socialist Unity Centre Of India (COMMUNIST),145,0,145,0.07
156,BHAGALPUR,8,SANJAY KUMAR YADAV,Socialist Party (India),275,0,275,0.14
156,BHAGALPUR,9,CHANDRA KISHORE SAH,Independent,291,0,291,0.15
156,BHAGALPUR,10,DHANANJAY KUMAR PANDEY,Independent,302,0,302,0.15
156,BHAGALPUR,11,NISHA BHARTI,Independent,1202,2,1204,0.61
156,BHAGALPUR,12,SUBODH MANDAL,Independent,492,1,493,0.25
156,BHAGALPUR,13,NOTA,None of the Above,1970,4,1974,1.0
157,SULTANGANJ,1,CHANDAN KUMAR ALIAS CHANDAN KUMAR SINHA,Rashtriya Janata Dal,77402,174,77576,36.97
157,SULTANGANJ,2,MATIUR RAHMAN,Bahujan Samaj Party,979,1,980,0.47
157,SULTANGANJ,3,LALAN KUMAR,Indian National Congress,2723,31,2754,1.31
157,SULTANGANJ,4,LALIT NARAYAN MANDAL,Janata Dal (United),108523,189,108712,51.81
157,SULTANGANJ,5,BANTY THAKUR,Samata Party,1633,1,1634,0.78
157,SULTANGANJ,6,BIPIN KUMAR SINGH,Bhartiya Lok Chetna Party,1021,2,1023,0.49
157,SULTANGANJ,7,RAKESH KUMAR,Jan Suraaj Party,4364,38,4402,2.1
157,SULTANGANJ,8,SUNIL KUMAR,Socialist Unity Centre Of India (COMMUNIST),1245,0,1245,0.59
157,SULTANGANJ,9,SUMAN KUMAR,Jagrook Janta Party,982,1,983,0.47
157,SULTANGANJ,10,AJIT KUMAR,Independent,4278,8,4286,2.04
157,SULTANGANJ,11,DHARMENDRA SINGH,Independent,858,2,860,0.41
157,SULTANGANJ,12,RAHUL KUMAR,Independent,1250,1,1251,0.6
157,SULTANGANJ,13,NOTA,None of the Above,4106,2,4108,1.96
